Date;PX_LAST;PX_OPEN;PX_LOW;PX_HIGH;PX_VOLUME;AVERAGE_BID_ASK_SPREAD_%;VOLUME_TOTAL_PUT;VOLUME_TOTAL_CALL;PUT_CALL_OPEN_INTEREST_TOTAL;OPEN_INT_TOTAL_CALL;SHORT_INT;SHORT_INT_RATIO
01.03.2022;97,32;97,87;96,93;100,52;15640965;0,0149;31633;11143;515193;133935;23791336;1,804
02.03.2022;97,11;97,6;96,75;98,7;15469292;0,0126;13949;6544;541750;136834;23791336;1,804
03.03.2022;96,69;97,01;96,405;97,83;9996571;0,0117;15154;450;546348;136499;23791336;1,804
04.03.2022;94,61;95,78;94,28;95,805;9520740;0,0122;31952;4209;554194;140414;23791336;1,804
07.03.2022;93,87;94,6;93,68;94,6;6372850;0,0121;111434;20236;551335;152004;23791336;1,804
08.03.2022;94,69;94;94;95,87;10283043;0,0131;17852;6926;600598;156135;23791336;1,804
09.03.2022;95,61;95,67;95,26;96,27;10222226;0,0113;10602;16599;616877;171086;23791336;1,804
10.03.2022;95,75;95,26;94,96;95,87;7325530;0,0122;7054;3646;637101;174216;23791336;1,804
11.03.2022;95,01;95,78;94,795;95,89;5711344;0,0118;5461;5884;640914;176112;23791336;1,804
14.03.2022;94,81;95,14;94,5;95,34;5511254;0,012;5801;1612;638304;172952;23791336;1,804
15.03.2022;95,38;95,05;94,96;95,52;7625953;0,0112;12034;26027;632512;193273;9909315;1,058
16.03.2022;97,33;96,3;95,29;97,41;13249468;0,013;14962;30551;656417;213820;9909315;1,058
17.03.2022;97,95;96,97;96,75;98,41;8794679;0,0115;19773;9323;682055;222787;9909315;1,058
18.03.2022;97,55;97,38;97,24;97,91;6990112;0,0126;6348;1317;702026;217116;9909315;1,058
21.03.2022;95,84;96,92;95,73;97,13;7045763;0,012;6579;1565;524327;106713;9909315;1,058
22.03.2022;95,67;95,81;95,57;95,955;7197638;0,0115;6769;10172;332442;115928;9909315;1,058
23.03.2022;95,75;95,52;95,45;96,02;6127678;0,012;19559;7643;348417;122194;9909315;1,058
24.03.2022;96,13;95,74;95,361;96,18;6757184;0,0115;18998;10854;369159;131734;9909315;1,058
25.03.2022;95,91;95,98;95,425;95,99;4226827;0,013;6105;4313;397545;134981;9909315;1,058
28.03.2022;96,84;96,31;96,18;96,8599;8095693;0,0116;10037;10578;399744;138366;9909315;1,058
29.03.2022;97,79;97,61;97,56;98,08;9243579;0,0115;13709;12041;404573;146245;9909315;1,058
30.03.2022;97,86;97,29;97,29;97,975;4751901;0,0113;8200;13166;421157;157169;9909315;1,058
31.03.2022;97,76;97,85;97,635;98,195;5240731;0,0112;2077;13951;430100;152219;16229602;2,132
01.04.2022;97,73;96,99;96,755;98;8681319;0,0116;26405;6105;426882;157469;16229602;2,132
04.04.2022;98,11;97,69;97,57;98,32;5114015;0,011;5516;947;438154;157722;16229602;2,132
05.04.2022;96,53;97,5;96,39;97,72;7746067;0,0113;2424;4120;429426;160166;16229602;2,132
06.04.2022;96,24;95,78;95,6;96,68;7718531;0,0118;6063;12752;432776;160210;16229602;2,132
07.04.2022;95,96;96,02;95,7;96,25;4554761;0,0118;5344;3020;431679;161869;16229602;2,132
08.04.2022;95,13;95,57;95,06;95,62;5904677;0,0115;16150;6205;432132;163715;16229602;2,132
11.04.2022;94;94,51;93,89;94,52;6380415;0,0114;33461;3298;447076;162792;16229602;2,132
12.04.2022;94,35;94,69;94,26;94,9;5625308;0,0114;9580;2115;457138;164824;16229602;2,132
13.04.2022;94,59;94,48;94,39;94,9297;4503082;0,0117;958;4220;465272;168999;16229602;2,132
14.04.2022;93,71;94,45;93,65;94,55;6758598;0,0115;24582;5827;469450;174294;11901938;1,896
15.04.2022;93,71;94,45;93,65;94,55;6758598;0,0115;24582;5827;469450;174294;11901938;1,896
18.04.2022;93,66;93,82;93,55;94,105;2538979;0,0117;255;3272;425119;121261;11901938;1,896
19.04.2022;93,29;93,29;93,18;93,58;4402089;0,0119;18812;3850;271068;123158;11901938;1,896
20.04.2022;93,93;93,76;93,565;94,01;3247558;0,0113;5037;3117;283110;123095;11901938;1,896
21.04.2022;93,08;93,84;92,89;93,86;5492223;0,0118;39104;3977;288058;126864;11901938;1,896
22.04.2022;92,09;92,99;91,37;93,17;8558853;0,0119;25582;2464;316300;129265;11901938;1,896
25.04.2022;93,17;92,15;92,15;93,29;9107520;0,0117;8032;10690;318138;132192;11901938;1,896
26.04.2022;92,53;93,24;92,53;93,24;5247031;0,0112;4685;1356;327999;133564;11901938;1,896
27.04.2022;92,28;92,34;92,18;92,7;5571437;0,0117;21428;8066;328318;138825;11901938;1,896
28.04.2022;92,45;92,15;91,78;92,54;4298654;0,0121;6029;3317;353766;141394;11901938;1,896
29.04.2022;90,88;91,64;90,79;91,92;8270033;0,0125;27002;14208;356194;149458;16170971;2,846
02.05.2022;90,02;90,6;89,59;90,6368;6916186;0,0122;5017;14854;369193;137996;16170971;2,846
03.05.2022;90,4;90,54;90,36;90,7282;5186174;0,0117;15110;5013;356662;142685;16170971;2,846
04.05.2022;91,95;90,52;90,22;92,06;9655959;0,0157;46154;39313;365091;179302;16170971;2,846
05.05.2022;90,57;91,04;89,91;91,04;9182542;0,0119;24826;12377;413145;183076;16170971;2,846
06.05.2022;89,35;89,82;89,16;90,03;6780863;0,012;12829;2479;430950;184464;16170971;2,846
09.05.2022;88,56;88,87;88,22;89;7282084;0,0123;47558;11708;435381;187588;16170971;2,846
10.05.2022;89;89,19;88,88;89,43;6853837;0,0122;8790;4656;460326;190094;16170971;2,846
11.05.2022;89,39;88,91;88,58;89,76;7871355;0,0123;18652;15671;462197;194756;16170971;2,846
12.05.2022;89,45;89,13;88,995;89,6;5886369;0,0117;4387;11161;476098;196805;16170971;2,846
13.05.2022;89,3;89,52;89,075;89,88;5150188;0,0123;8350;4753;479708;199107;14003221;1,985
16.05.2022;88,82;89,25;88,765;89,47;4832673;0,0117;12563;2361;482505;193572;14003221;1,985
17.05.2022;89,14;89,11;88,8982;89,325;4365953;0,0132;9242;1201;471452;194764;14003221;1,985
18.05.2022;88,57;88,96;88,52;89,07;4977456;0,0119;27455;5539;475910;197715;14003221;1,985
19.05.2022;89,05;88,71;88,6;89,35;5067248;0,013;10127;8188;479213;200440;14003221;1,985
20.05.2022;89,63;89,3;89,0221;89,7;3835999;0,0117;5789;1759;482154;195075;14003221;1,985
23.05.2022;89,69;89,67;89,48;89,95;3635932;0,013;16361;3493;456854;143568;14003221;1,985
24.05.2022;90,47;89,69;89,65;90,49;4470918;0,0119;18954;11049;389780;154560;14003221;1,985
25.05.2022;91,27;90,61;90,555;91,365;6416686;0,012;21102;2749;411585;157010;14003221;1,985
26.05.2022;91,57;91,23;91,19;91,76;4621315;0,0117;22443;8287;419681;161636;14003221;1,985
27.05.2022;91,72;92,04;91,55;92,62;6038181;0,0119;26758;10087;440202;168019;14003221;1,985
30.05.2022;91,72;92,04;91,55;92,62;6038181;0,0119;26758;10087;440202;168019;14003221;1,985
31.05.2022;91,25;91,62;91,01;91,65;7140733;0,012;3990;1690;453257;169378;13716673;2,705
01.06.2022;90,75;91,36;90,34;91,44;6394181;0,0123;5565;2206;455066;171383;13716673;2,705
02.06.2022;91,63;91,15;90,56;91,75;5463116;0,0127;4836;473;455377;171817;13716673;2,705
03.06.2022;91,01;90,73;90,68;91,22;5257524;0,0127;16651;8544;449650;178662;13716673;2,705
06.06.2022;89,81;90,92;89,77;90,92;5603453;0,0119;7996;8943;460906;184036;13716673;2,705
07.06.2022;90,34;89,9;89,88;90,47;4520999;0,0119;385;11002;468257;180855;13716673;2,705
08.06.2022;89,45;89,93;89,41;90,05;5419826;0,0124;9943;2033;465348;184804;13716673;2,705
09.06.2022;88,71;89,21;88,62;89,33;6635165;0,0122;19468;3155;468586;183273;13716673;2,705
10.06.2022;87,22;88,17;87,17;88,29;9099382;0,0127;31316;3499;465984;186675;13716673;2,705
13.06.2022;84,91;85,67;84,32;85,89;11596685;0,0136;184394;12444;469253;193635;13716673;2,705
14.06.2022;84,87;85,79;84,43;85,93;9132169;0,0127;35660;5149;536645;197671;13716673;2,705
15.06.2022;87,41;86,05;84,95;87,54;10108930;0,0211;35349;14238;530594;207695;10687779;1,492
16.06.2022;85,47;85,29;84,75;85,77;10930655;0,0128;29195;10179;539207;216040;10687779;1,492
17.06.2022;85,93;85,93;85,25;86,215;7681226;0,0139;30810;3387;554782;212009;10687779;1,492
20.06.2022;85,93;85,93;85,25;86,215;7681226;0,0139;30810;3387;554782;212009;10687779;1,492
21.06.2022;85,68;85,7;85,56;86,29;6653756;0,0132;17696;14922;486439;78953;10687779;1,492
22.06.2022;85,81;85,78;85,75;86,2;4419182;0,0146;5236;5644;284038;82878;10687779;1,492
23.06.2022;86,38;86,21;86,055;86,4787;6704961;0,0154;38231;2970;291780;83332;10687779;1,492
24.06.2022;86,49;86,37;86,31;86,96;2827089;0,0142;1645;945;312490;79861;10687779;1,492
27.06.2022;85,31;86,2;85,28;86,2891;7757075;0,0129;10032;2270;310449;78083;10687779;1,492
28.06.2022;84,66;85,17;84,45;85,3375;5845027;0,0129;17797;5586;311898;77965;10687779;1,492
29.06.2022;84,97;84,58;84,07;85,03;5625557;0,0136;9817;1085;322402;80710;10687779;1,492
30.06.2022;85,32;84,71;84,28;85,47;5880187;0,013;13845;4688;327401;80685;10582776;1,654
01.07.2022;86,15;85,68;85,675;86,35;6095154;0,0126;37661;7336;332329;86654;10582776;1,654
04.07.2022;86,15;85,68;85,675;86,35;6095154;0,0126;37661;7336;332329;86654;10582776;1,654
05.07.2022;85,47;85,22;84,995;85,51;4720087;0,0129;40039;4008;373524;87434;10582776;1,654
06.07.2022;84,78;85,12;84,68;85,33;5243184;0,013;19405;2164;398999;88200;10582776;1,654
07.07.2022;85,03;84,97;84,91;85,29;5542493;0,0143;23055;4254;405119;90702;10582776;1,654
08.07.2022;84,63;84,83;84,22;84,83;3599119;0,0133;20777;6274;424328;94256;10582776;1,654
11.07.2022;83,92;84,38;83,5377;84,575;9389474;0,0124;11221;7271;426376;95615;10582776;1,654
12.07.2022;83,68;83,41;83,37;83,775;7325882;0,0126;39845;9239;423566;101271;10582776;1,654
13.07.2022;83,34;82,37;82,26;83,41;11472264;0,0133;45769;13721;445965;110584;10582776;1,654
14.07.2022;81,88;82,37;81,87;82,535;10206914;0,013;102877;29117;455710;130451;10582776;1,654
15.07.2022;82,7;82,56;82,365;82,955;6155955;0,0141;53804;17614;513648;136013;12058219;1,692
18.07.2022;82,74;83,14;82,5983;83,52;7826428;0,015;11153;24562;470348;96796;12058219;1,692
19.07.2022;83,95;82,98;82,93;83,98;6148334;0,0142;3390;2164;346722;98866;12058219;1,692
20.07.2022;84,61;84,19;84,08;84,66;6209954;0,0129;21507;2006;346334;99873;12058219;1,692
21.07.2022;85,08;84,74;84,73;85,14;7452409;0,0124;15165;10549;345375;110116;12058219;1,692
22.07.2022;86,01;85,39;85,39;86,01;5028694;0,0141;11176;30398;370488;110996;12058219;1,692
25.07.2022;86,07;85,64;85,64;86,15;5464108;0,0144;22011;1251;375798;112072;12058219;1,692
26.07.2022;85,27;85,74;85,155;85,83;6867748;0,0135;8869;26799;376708;114909;12058219;1,692
27.07.2022;86,56;85,4;85,32;86,69;5732354;0,0207;36539;13586;377198;127464;12058219;1,692
28.07.2022;87,68;86,93;86,84;87,81;6680118;0,017;32346;7041;402060;130466;12058219;1,692
29.07.2022;88,02;87,71;87,7;88,345;6617985;0,0142;4735;21907;401856;118116;14779042;2,311
01.08.2022;88,07;87,68;87,48;88,25;4347026;0,0139;9900;10364;391164;121994;14779042;2,311
02.08.2022;86,79;87,62;86,79;87,71;6272518;0,013;17091;4696;393097;126125;14779042;2,311
03.08.2022;88,46;87,12;87,02;88,53;4489350;0,0149;1984;6603;411800;128766;14779042;2,311
04.08.2022;88,65;88,61;88,48;88,9875;6175703;0,0133;5697;38278;414631;139988;14779042;2,311
05.08.2022;88,47;87,71;87,6;88,47;5134433;0,0132;11516;11619;429940;138407;14779042;2,311
08.08.2022;89,78;89,01;89;89,85;7124371;0,0126;3644;2863;436818;146660;14779042;2,311
09.08.2022;88,28;89,16;88,26;89,25;6196173;0,0125;16978;8971;439506;141959;14779042;2,311
10.08.2022;89,86;89,2;88,87;90,165;8858601;0,0131;9624;24587;449553;157807;14779042;2,311
11.08.2022;89,49;90,5;89,29;90,71;10298757;0,0119;19246;19367;471746;167246;14779042;2,311
12.08.2022;90,17;89,55;89,43;90,23;6929559;0,0135;5650;21966;486292;182749;14779042;2,311
15.08.2022;90;89,76;89,68;90,51;11595931;0,0165;1451;6527;502934;174083;13566217;1,917
16.08.2022;89,22;89,22;88,885;89,4977;9588288;0,0125;11932;10109;490236;183479;13566217;1,917
17.08.2022;88,24;88,31;87,63;88,44;7841738;0,0136;25767;9069;511241;187378;13566217;1,917
18.08.2022;88,14;88,3;87,88;88,31;4020136;0,0142;23481;2034;534005;187305;13566217;1,917
19.08.2022;86,8;87,42;86,78;87,55;6266655;0,0149;33816;10381;553350;180726;13566217;1,917
22.08.2022;86,16;86,37;85,995;86,38;5196457;0,0131;49302;7587;541004;95843;13566217;1,917
23.08.2022;87,07;86,65;86,52;87,44;5325706;0,0129;8351;7563;382422;103395;13566217;1,917
24.08.2022;86,99;87,24;86,865;87,39;3069348;0,0129;17690;23956;395956;127053;13566217;1,917
25.08.2022;87,91;87,32;86,88;87,91;3939919;0,0125;6171;2735;436195;129150;13566217;1,917
26.08.2022;86,54;87,75;86,54;87,93;4746262;0,0173;8120;29478;439714;128851;13566217;1,917
29.08.2022;86,02;86,38;85,89;86,38;4392176;0,0132;14769;7119;442631;121855;13566217;1,917
30.08.2022;85,99;86,36;85,52;86,4339;4848188;0,0128;5285;1109;435824;122818;13566217;1,917
31.08.2022;85,3;85,75;85,26;85,88;4062650;0,0144;19287;13163;441772;135829;12588876;2,383
01.09.2022;84,78;84,5;84,24;84,85;8189280;0,0128;29805;6896;467258;139504;12588876;2,383
02.09.2022;85,08;85,22;84,615;85,93;7373652;0,0127;7385;20669;481679;148112;12588876;2,383
05.09.2022;85,08;85,22;84,615;85,93;7373652;0,0127;7385;20669;481679;148112;12588876;2,383
06.09.2022;84,3;84,89;84,18;85,05;7778346;0,0133;62509;9222;492131;149965;12588876;2,383
07.09.2022;85,58;84,61;84,42;85,61;7897772;0,0127;1250;2135;524443;151880;12588876;2,383
08.09.2022;85,61;85,37;85,175;85,8;5656277;0,0129;12115;3029;527216;153258;12588876;2,383
09.09.2022;86,13;85,79;85,79;86,38;7070975;0,0136;9036;11147;532308;145614;12588876;2,383
12.09.2022;86,1;86,51;86,065;86,71;4478515;0,0124;14867;7138;532433;135144;12588876;2,383
13.09.2022;84,78;84,92;84,71;85,2864;6781303;0,0126;15272;10159;525151;140320;12588876;2,383
14.09.2022;84,72;84,61;84,55;85,125;5210042;0,0129;11680;3074;524888;143166;12588876;2,383
15.09.2022;84,66;84,76;84,49;85,27;6520102;0,0134;18944;3677;525869;146121;11310722;1,694
16.09.2022;84,2;83,962;83,875;84,525;5536070;0,0135;5189;5512;545888;150953;11310722;1,694
19.09.2022;84,495;84,01;83,975;84,52;4833530;0,0132;930;5703;500122;84753;11310722;1,694
20.09.2022;83,72;83,78;83,49;83,94;4266229;0,0131;17169;10009;314850;88140;11310722;1,694
21.09.2022;83,48;83,89;83,11;84,235;7386959;0,0179;932;6901;316091;92607;11310722;1,694
22.09.2022;82,92;83,46;82,6102;83,46;7297109;0,0135;59747;10381;320884;102460;11310722;1,694
23.09.2022;81,92;82,42;81,41;82,425;9750962;0,0134;48758;13402;359291;115446;11310722;1,694
26.09.2022;79,99;80,94;79,8;81,3;11935138;0,0135;40974;30032;380990;116393;11310722;1,694
27.09.2022;78,71;80,43;78,59;80,55;13911900;0,0139;74019;20340;401054;129482;11310722;1,694
28.09.2022;80,6;79,01;78,8;80,65;10066841;0,0144;80464;10536;448769;138788;11310722;1,694
29.09.2022;79,58;79,74;78,71;79,9;8970858;0,0143;9639;15808;503701;152440;11310722;1,694
30.09.2022;79,4;80,01;79,205;80,05;11578699;0,0164;6314;17855;519569;168688;16725633;1,848
03.10.2022;80,23;79,74;79,65;80,96;13613051;0,0147;10598;13622;522538;153919;16725633;1,848
04.10.2022;81,74;81,67;81,34;81,93;9842095;0,0138;7662;15691;502026;161992;16725633;1,848
05.10.2022;80,58;80,83;80,17;80,89;11026999;0,0135;4605;16910;518449;175603;16725633;1,848
06.10.2022;80,27;80,72;80,095;80,95;8467729;0,0139;7997;13325;530137;186971;16725633;1,848
07.10.2022;79,19;79,65;79;79,82;6037607;0,0145;14886;9983;542905;191247;16725633;1,848
10.10.2022;78,96;79,43;78,45;79,43;2397784;0,0153;5720;3841;557646;167022;16725633;1,848
11.10.2022;78,9;78,89;78,5;79,36;9676308;0,0145;5030;1361;525783;167788;16725633;1,848
12.10.2022;78,62;78,9;78,39;78,91;6756808;0,0158;46250;10676;529106;176657;16725633;1,848
13.10.2022;78,38;77,33;77,09;78,89;9200407;0,0168;8760;20598;572027;187068;16725633;1,848
14.10.2022;77,8;79,06;77,74;79,06;8054810;0,0162;30556;14032;578128;195179;17492084;1,996
17.10.2022;78,23;78,5;78,14;78,945;7339791;0,0142;43009;24560;593585;192225;17492084;1,996
18.10.2022;79,06;78,64;78,18;79,13;9070567;0,0141;43824;11275;607046;203322;17492084;1,996
19.10.2022;77,88;78,09;77,74;78,405;8645231;0,0139;25941;7402;628840;210043;17492084;1,996
20.10.2022;77,09;77,36;76,845;78,09;6566985;0,0165;28237;16282;633408;222765;17492084;1,996
21.10.2022;77,94;76,99;76,345;77,99;10789114;0,0149;33603;14285;641211;233920;17492084;1,996
24.10.2022;77,89;77,64;77,26;78,26;7385796;0,0147;10381;1479;579974;182923;17492084;1,996
25.10.2022;79,24;78,33;78,24;79,31;9292448;0,0156;8326;10355;491485;183918;17492084;1,996
26.10.2022;79,76;79,26;79,26;80,22;7021548;0,0149;13531;1563;494895;185249;17492084;1,996
27.10.2022;79,94;79,75;79,59;80,29;6896034;0,0148;20523;70496;502316;228691;17492084;1,996
28.10.2022;80,14;79,81;79,77;80,365;4777511;0,0148;1110;1509;543100;228770;17492084;1,996
31.10.2022;78,9;79,66;78,74;79,66;27070093;0,014;3745;35338;544273;200025;15203160;1,567
01.11.2022;80,03;79,7;79,26;80,08;11197860;0,0142;6900;10949;514347;204580;15203160;1,567
02.11.2022;79,42;80,03;79,29;80,92;8725474;0,0228;1478;983;521723;205265;15203160;1,567
03.11.2022;79,14;78,52;78,24;79,33;9378525;0,015;1682;22614;519967;202705;15203160;1,567
04.11.2022;80,41;79,87;79,64;80,54;10249598;0,014;23094;49676;517967;227889;15203160;1,567
07.11.2022;80,38;80,66;80,1;80,66;4683174;0,0139;2650;20718;534891;242695;15203160;1,567
08.11.2022;80,94;80,55;80,43;81,31;5413831;0,0134;2206;29254;544854;241182;15203160;1,567
09.11.2022;79,85;80,67;79,49;81,29;11738838;0,019;1053;22116;543877;258468;15203160;1,567
10.11.2022;83,52;82,2299;82,09;83,575;14982492;0,0152;12562;38010;561855;269070;15203160;1,567
11.11.2022;83,5;83,64;83;83,79;6558268;0,0145;1275;18475;584238;267277;15203160;1,567
14.11.2022;82,79;82,94;82,73;83,26;9605638;0,0132;7544;39161;583497;295728;15203160;1,567
15.11.2022;84,35;83,96;83,04;84,41;19587622;0,014;28766;11777;608998;305225;12380092;1,221
16.11.2022;84,35;84,27;84,05;84,49;10058467;0,0188;1391;7893;619895;305369;12380092;1,221
17.11.2022;83,59;83,39;83,29;83,85;6657543;0,014;5288;3281;621314;308162;12380092;1,221
18.11.2022;83,59;83,93;83,2403;84,02;4390769;0,0141;107;6937;619056;250769;12380092;1,221
21.11.2022;83,6;83,93;83,425;83,99;4628328;0,0148;1137;14900;557106;205546;12380092;1,221
22.11.2022;84,47;83,92;83,9;84,48;5782285;0,0152;6950;1371;377342;198687;12380092;1,221
23.11.2022;85,02;84,68;84,56;85,17;2946464;0,0176;172;2936;377074;199907;12380092;1,221
24.11.2022;85,02;84,68;84,56;85,17;2946464;0,0176;172;2936;377074;199907;12380092;1,221
25.11.2022;85,41;84,96;84,96;85,43;1721973;0,0178;82;2072;378345;193852;12380092;1,221
28.11.2022;85,07;85,41;84,98;85,63;5452434;0,015;4939;12293;372350;204989;12380092;1,221
29.11.2022;85,46;85,33;85,1;85,6;4721769;0,0136;1153;17045;385175;210859;12380092;1,221
30.11.2022;86,43;85,46;85,29;86,575;5681478;0,0189;13181;3607;392076;199950;11116797;2,137
01.12.2022;87,8;86,53;86,35;87,86;13699706;0,0171;20048;21643;394322;200811;11116797;2,137
02.12.2022;87,43;86,51;86,31;87,44;5625467;0,0166;1682;20966;414370;201569;11116797;2,137
05.12.2022;86,09;86,72;85,97;86,92;6934096;0,0151;1290;51175;416744;195785;11116797;2,137
06.12.2022;85,62;85,97;85,37;86,03;6509205;0,0129;2069;1155;410691;195736;11116797;2,137
07.12.2022;86,86;86,14;86,13;86,875;6651205;0,0141;10255;5127;412502;195131;11116797;2,137
08.12.2022;86,7;86,86;86,54;87,175;5667657;0,0133;39906;5497;421644;198621;11116797;2,137
09.12.2022;86,1;86,36;86,1;86,73;6389817;0,0167;12066;11734;452229;203416;11116797;2,137
12.12.2022;86,42;86,56;86,17;86,63;5203769;0,0128;2666;10166;469045;196679;11116797;2,137
13.12.2022;87,25;88,38;87,09;88,3894;10831847;0,0132;10059;8308;463677;186071;11116797;2,137
14.12.2022;87,12;87,18;86,22;87,555;6368171;0,0345;2165;63768;463083;170760;11116797;2,137
15.12.2022;86,32;86,69;86,085;86,79;6103959;0,0137;7730;4030;449790;174715;9573618;1,318
16.12.2022;85,87;85,96;85,58;86,07;5663860;0,0142;6755;1688;442532;159147;9573618;1,318
19.12.2022;85,4;85,7199;85,34;85,78;5357498;0,0139;3642;2746;429277;145475;9573618;1,318
20.12.2022;84,97;84,93;84,75;85,23;5477513;0,0136;11211;507;294826;145960;9573618;1,318
21.12.2022;86,08;85,75;85,635;86,18;6668681;0,0127;19094;2846;302114;146290;9573618;1,318
22.12.2022;85,64;86,04;85,41;86,04;4473672;0,0153;1535;580;320276;146856;9573618;1,318
23.12.2022;85,18;85,38;84,98;85,48;2268131;0,0144;10925;514;315542;146840;9573618;1,318
26.12.2022;85,18;85,38;84,98;85,48;2268131;0,0144;10925;514;315542;146840;9573618;1,318
27.12.2022;84,67;85,06;84,63;85,08;2358609;0,0134;1277;28;308529;138687;9573618;1,318
28.12.2022;84,36;84,84;84,28;85,11;5823364;0,0159;1903;2689;297321;138871;9573618;1,318
29.12.2022;85,01;84,96;84,62;85,125;4331977;0,0132;1631;6412;298176;145153;9573618;1,318
30.12.2022;84,59;84,71;84,42;84,86;2465727;0,0145;132;799;304559;145850;11230914;2,511
02.01.2023;84,59;84,71;84,42;84,86;2465727;0,0145;132;799;304559;145850;11230914;2,511
03.01.2023;84,96;85,6;84,91;85,62;6537940;0,0137;2555;485;303945;143718;11230914;2,511
04.01.2023;86;85,67;85,525;86,09;6323592;0,0142;2552;3556;302805;146246;11230914;2,511
05.01.2023;85,22;85,17;84,875;85,38;6627525;0,0151;911;844;306804;146952;11230914;2,511
06.01.2023;86,73;85,35;85,2301;86,75;8135421;0,0162;16998;8796;307005;142219;11230914;2,511
09.01.2023;86,56;86,26;86,15;86,9199;8375355;0,0142;12310;883;313544;143050;11230914;2,511
10.01.2023;86,02;86,14;85,74;86,14;8733322;0,0127;1459;7208;325586;144768;11230914;2,511
11.01.2023;87;87;86,75;87,165;21637033;0,0125;1292;36251;328500;164609;11230914;2,511
12.01.2023;88,03;87,41;86,66;88,155;11071998;0,0134;23984;18396;349623;181968;11230914;2,511
13.01.2023;87,82;87,66;87,62;88,21;7729693;0,0127;6085;3081;383821;176167;17197060;1,796
16.01.2023;87,82;87,66;87,62;88,21;7729693;0,0127;6085;3081;383821;176167;17197060;1,796
17.01.2023;87,91;87,32;87,25;88,035;7286448;0,0129;12509;29100;384065;188335;17197060;1,796
18.01.2023;88,95;89,08;88,61;89,48;13413442;0,0125;516;15925;399672;195134;17197060;1,796
19.01.2023;88,7;88,63;88,28;88,84;10620046;0,0124;1753;18556;406668;195248;17197060;1,796
20.01.2023;88,5;88,33;88,18;88,535;6131618;0,0123;10325;6449;408519;134692;17197060;1,796
23.01.2023;88,45;88,35;88,25;88,645;4270789;0,0123;6591;405;345789;90878;17197060;1,796
24.01.2023;88,84;88,18;88,015;88,87;6428696;0,0126;5705;9573;204611;97344;17197060;1,796
25.01.2023;88,78;88,46;88,305;88,8;6291244;0,0126;6453;5041;215278;102373;17197060;1,796
26.01.2023;88,78;88,52;88,2128;88,805;5835030;0,0122;2;75;222758;102443;17197060;1,796
27.01.2023;88,61;88,27;88,27;88,75;4154647;0,0131;215;99;222829;99133;17197060;1,796
30.01.2023;87,48;87,92;87,48;88,25;6648733;0,0144;1424;39377;219526;104450;17197060;1,796
31.01.2023;87,91;87,7;87,5;87,97;10027584;0,0129;20472;8434;222880;108892;15207480;2,061
01.02.2023;89,26;88,02;87,87;89,315;8471973;0,0141;5228;4962;247524;106973;15207480;2,061
02.02.2023;89,55;89,79;89,3299;89,97;14188362;0,0123;1032;3765;249735;108771;15207480;2,061
03.02.2023;88,32;88,37;88,24;88,79;9055991;0,013;112;2518;252561;109325;15207480;2,061
06.02.2023;87,07;87,5;87;87,58;8997733;0,0126;10077;10328;253116;114452;15207480;2,061
07.02.2023;87,15;87,06;86,76;87,82;8378747;0,013;4132;4708;238899;118963;15207480;2,061
08.02.2023;87,1;87,15;86,66;87,24;7534874;0,0132;5459;8919;244813;126871;15207480;2,061
09.02.2023;86,53;87,53;86,39;87,64;7788509;0,0125;19148;13484;257867;140244;15207480;2,061
10.02.2023;85,86;86,3;85,5525;86,34;10120161;0,0129;8719;10365;280403;142686;15207480;2,061
13.02.2023;86,1;86,11;85,865;86,245;6715149;0,0137;42436;1929;278900;148847;15207480;2,061
14.02.2023;86,15;86,2;85,72;86,365;13109646;0,0131;19057;1693;323334;150359;15207480;2,061
15.02.2023;85,9;85,9;85,685;86,06;8657135;0,0128;3328;3477;334572;152629;14535496;1,541
16.02.2023;85,34;85,69;85,32;85,8078;8208860;0,0129;4353;6210;333908;158561;14535496;1,541
17.02.2023;85,37;85,11;85,005;85,435;8941448;0,0122;222;786;342655;159179;14535496;1,541
20.02.2023;85,37;85,11;85,005;85,435;8941448;0,0122;222;786;342655;159179;14535496;1,541
21.02.2023;84,08;84,695;84,01;84,75;7284747;0,013;5013;1292;333434;120921;14535496;1,541
22.02.2023;84,41;84,6;84,33;84,8275;8897136;0,0134;13095;6062;268800;126611;14535496;1,541
23.02.2023;85,76;85,32;85,05;85,835;7930216;0,0125;8740;197;288673;126776;14535496;1,541
24.02.2023;85,17;85;84,85;85,35;5162395;0,0138;1928;1233;293644;127901;14535496;1,541
27.02.2023;85,6;85,62;85,265;85,71;6826423;0,0125;21065;5034;295048;120859;14535496;1,541
28.02.2023;85,24;85,19;84,8;85,376;5695153;0,013;18028;228;302708;121018;22048995;2,973
01.03.2023;84,3;84,75;84,24;84,845;7304163;0,0139;11593;470;311668;121453;22048995;2,973
02.03.2023;83,99;83,71;83,6;84,08;8891397;0,0126;23114;7387;316486;128643;22048995;2,973
03.03.2023;85,28;84,6;84,5;85,3;6299893;0,0136;16968;6035;325568;125961;22048995;2,973
06.03.2023;84,94;85,47;84,865;85,49;4664795;0,0126;12280;2130;343926;127216;22048995;2,973
07.03.2023;84,59;85,11;84,415;85,13;6995042;0,0133;8008;4650;341458;128831;22048995;2,973
08.03.2023;84,19;84,58;84,08;84,99;6783886;0,013;6372;12011;349138;140551;22048995;2,973
